ParameterName,Result,AddressOrNote,Mode
TL_NEngAcvTqLimnForTCoolt_P,RESOLVED,0x4004B660 (mtlb_TL_NEngAcvTqLimnForTCoolt_P),DIRECT
TL_NEngAcvTqLimnForTFu_P,RESOLVED,0x4004B664 (mtlb_TL_NEngAcvTqLimnForTFu_P),DIRECT
TL_NEngAcvTqLimnForTOil_P,RESOLVED,0x4004B668 (mtlb_TL_NEngAcvTqLimnForTOil_P),DIRECT
TL_PercgTqLimnForErrTCooltSnsr_P,RESOLVED,0x4004B7D0 (mtlb_TL_PercgTqLimnForErrTCooltSnsr_P),DIRECT
TL_PercgTqLimnForErrTOilSnsr_P,RESOLVED,0x4004B7D4 (mtlb_TL_PercgTqLimnForErrTOilSnsr_P),DIRECT
TL_TiTqLimnForNExhTrbChrgDeb_P,RESOLVED,0x4004C46C (mtlb_TL_TiTqLimnForNExhTrbChrgDeb_P),DIRECT
TL_TiTqLimnForPAirAmbDeb_P,RESOLVED,0x4004C470 (mtlb_TL_TiTqLimnForPAirAmbDeb_P),DIRECT
TL_TiTqLimnForPAirBoostDeb_P,RESOLVED,0x4004C474 (mtlb_TL_TiTqLimnForPAirBoostDeb_P),DIRECT
TL_TiTqLimnForTAirDeb_P,RESOLVED,0x4004C478 (mtlb_TL_TiTqLimnForTAirDeb_P),DIRECT
TL_TiTqLimnForTCooltDeb_P,RESOLVED,0x4004C47C (mtlb_TL_TiTqLimnForTCooltDeb_P),DIRECT
TL_TiTqLimnForTFuDeb_P,RESOLVED,0x4004C480 (mtlb_TL_TiTqLimnForTFuDeb_P),DIRECT
TL_TiTqLimnForTOilDeb_P,RESOLVED,0x4004C484 (mtlb_TL_TiTqLimnForTOilDeb_P),DIRECT
TL_TqLimdForNExhTrbChrgOvv_P,RESOLVED,0x4004C48C (mtlb_TL_TqLimdForNExhTrbChrgOvv_P),DIRECT
TL_TqLimdForPAirAmbOvv_P,RESOLVED,0x4004C494 (mtlb_TL_TqLimdForPAirAmbOvv_P),DIRECT
TL_TqLimdForPAirBoostOvv_P,RESOLVED,0x4004C49C (mtlb_TL_TqLimdForPAirBoostOvv_P),DIRECT
TL_TqLimdForSurgeOvv_P,RESOLVED,0x4004C4A4 (mtlb_TL_TqLimdForSurgeOvv_P),DIRECT
TL_TqLimdForTAirOvv_P,RESOLVED,0x4004C4AC (mtlb_TL_TqLimdForTAirOvv_P),DIRECT
TL_TqLimdForTCooltOvv_P,RESOLVED,0x4004C4B4 (mtlb_TL_TqLimdForTCooltOvv_P),DIRECT
TL_TqLimdForTFuOvv_P,RESOLVED,0x4004C4BC (mtlb_TL_TqLimdForTFuOvv_P),DIRECT
TL_TqLimdForTOilOvv_P,RESOLVED,0x4004C4C4 (mtlb_TL_TqLimdForTOilOvv_P),DIRECT
TL_TqMapLimdEngProtnOvv_P,RESOLVED,0x4004C6BC (mtlb_TL_TqMapLimdEngProtnOvv_P),DIRECT
TL_TqRednLvL1_P,RESOLVED,0x4004C6DC (mtlb_TL_TqRednLvL1_P),DIRECT
TL_TqRednLvl2_P,RESOLVED,0x4004C6E0 (mtlb_TL_TqRednLvl2_P),DIRECT
TrC_MMaiFuQntyOvv_P,RESOLVED,0x4004EC6C (mtlb_TrC_MMaiFuQntyOvv_P),DIRECT
TrC_MPltFuQntyOvv_P,RESOLVED,0x4004F534 (mtlb_TrC_MPltFuQntyOvv_P),DIRECT
TrC_RatAirFuMax_P,RESOLVED,0x4005094C (mtlb_TrC_RatAirFuMax_P),DIRECT
TrC_RatAirFuMin_P,RESOLVED,0x40050950 (mtlb_TrC_RatAirFuMin_P),DIRECT
TrC_TCooltMap1Thd_P,RESOLVED,0x40050AE8 (mtlb_TrC_TCooltMap1Thd_P),DIRECT
TrC_TCooltMap2Thd_P,RESOLVED,0x40050AEC (mtlb_TrC_TCooltMap2Thd_P),DIRECT
TrC_TCooltMap3Thd_P,RESOLVED,0x40050AF0 (mtlb_TrC_TCooltMap3Thd_P),DIRECT
WM_ErrCylMisfDesLvlQnty_P,RESOLVED,0x40050BF8 (mtlb_WM_ErrCylMisfDesLvlQnty_P),DIRECT
WM_LvlOilUndDesLvlQnty_P,RESOLVED,0x40050C24 (mtlb_WM_LvlOilUndDesLvlQnty_P),DIRECT
WM_LvlOilUndHysDeacLvl1_P,RESOLVED,0x40050C28 (mtlb_WM_LvlOilUndHysDeacLvl1_P),DIRECT
WM_LvlOilUndHysDeacLvl2_P,RESOLVED,0x40050C2C (mtlb_WM_LvlOilUndHysDeacLvl2_P),DIRECT
WM_LvlOilUndHysDeacLvl3_P,RESOLVED,0x40050C30 (mtlb_WM_LvlOilUndHysDeacLvl3_P),DIRECT
WM_NEngDetdThdRTN_P,RESOLVED,0x40050F08 (mtlb_WM_NEngDetdThdRTN_P),DIRECT
WM_NEngLvl1ClrThd_P,RESOLVED,0x40050F0C (mtlb_WM_NEngLvl1ClrThd_P),DIRECT
WM_NEngLvl1DetdThd_P,RESOLVED,0x40050F10 (mtlb_WM_NEngLvl1DetdThd_P),DIRECT
WM_NEngLvl2ClrThd_P,RESOLVED,0x40050F14 (mtlb_WM_NEngLvl2ClrThd_P),DIRECT
WM_NEngLvl2DetdThd_P,RESOLVED,0x40050F18 (mtlb_WM_NEngLvl2DetdThd_P),DIRECT
WM_NEngLvl3ClrThd_P,RESOLVED,0x40050F1C (mtlb_WM_NEngLvl3ClrThd_P),DIRECT
WM_NEngLvl3DetdThd_P,RESOLVED,0x40050F20 (mtlb_WM_NEngLvl3DetdThd_P),DIRECT
WM_NEngLvl4ClrThd_P,RESOLVED,0x40050F24 (mtlb_WM_NEngLvl4ClrThd_P),DIRECT
WM_NEngLvl4DetdThd_P,RESOLVED,0x40050F28 (mtlb_WM_NEngLvl4DetdThd_P),DIRECT
WM_NEngLvl5ClrThd_P,RESOLVED,0x40050F2C (mtlb_WM_NEngLvl5ClrThd_P),DIRECT
WM_NEngLvl5DetdThd_P,RESOLVED,0x40050F30 (mtlb_WM_NEngLvl5DetdThd_P),DIRECT
WM_NEngLvl6ClrThd_P,RESOLVED,0x40050F34 (mtlb_WM_NEngLvl6ClrThd_P),DIRECT
WM_NEngLvl6DetdThd_P,RESOLVED,0x40050F38 (mtlb_WM_NEngLvl6DetdThd_P),DIRECT
WM_NEngLvl7ClrThd_P,RESOLVED,0x40050F3C (mtlb_WM_NEngLvl7ClrThd_P),DIRECT
WM_NEngLvl7DetdThd_P,RESOLVED,0x40050F40 (mtlb_WM_NEngLvl7DetdThd_P),DIRECT
WM_NEngThdPRailNotCtld_P,RESOLVED,0x40050F44 (mtlb_WM_NEngThdPRailNotCtld_P),DIRECT
WM_PAirBoostOvDesLvlQnty_P,RESOLVED,0x40050F5C (mtlb_WM_PAirBoostOvDesLvlQnty_P),DIRECT
WM_PAirBoostOvHysDeacLvl1_P,RESOLVED,0x40050F60 (mtlb_WM_PAirBoostOvHysDeacLvl1_P),DIRECT
WM_PAirBoostOvHysDeacLvl2_P,RESOLVED,0x40050F64 (mtlb_WM_PAirBoostOvHysDeacLvl2_P),DIRECT
WM_PAirBoostOvHysDeacLvl3_P,RESOLVED,0x40050F68 (mtlb_WM_PAirBoostOvHysDeacLvl3_P),DIRECT
WM_PAirBoostUndDesLvlQnty_P,RESOLVED,0x40050FA8 (mtlb_WM_PAirBoostUndDesLvlQnty_P),DIRECT
WM_PAirBoostUndHysDeacLvl1_P,RESOLVED,0x40050FAC (mtlb_WM_PAirBoostUndHysDeacLvl1_P),DIRECT
WM_PAirBoostUndHysDeacLvl2_P,RESOLVED,0x40050FB0 (mtlb_WM_PAirBoostUndHysDeacLvl2_P),DIRECT
WM_PAirBoostUndHysDeacLvl3_P,RESOLVED,0x40050FB4 (mtlb_WM_PAirBoostUndHysDeacLvl3_P),DIRECT
WM_PAmbAirOvDesLvlQnty_P,RESOLVED,0x40050FF4 (mtlb_WM_PAmbAirOvDesLvlQnty_P),DIRECT
WM_PAmbAirOvHysDeacLvl1_P,RESOLVED,0x40050FF8 (mtlb_WM_PAmbAirOvHysDeacLvl1_P),DIRECT
WM_PAmbAirOvHysDeacLvl2_P,RESOLVED,0x40050FFC (mtlb_WM_PAmbAirOvHysDeacLvl2_P),DIRECT
WM_PAmbAirOvHysDeacLvl3_P,RESOLVED,0x40051000 (mtlb_WM_PAmbAirOvHysDeacLvl3_P),DIRECT
WM_PAmbAirUndDesLvlQnty_P,RESOLVED,0x40051040 (mtlb_WM_PAmbAirUndDesLvlQnty_P),DIRECT
WM_PAmbAirUndHysDeacLvl1_P,RESOLVED,0x40051044 (mtlb_WM_PAmbAirUndHysDeacLvl1_P),DIRECT
WM_PAmbAirUndHysDeacLvl2_P,RESOLVED,0x40051048 (mtlb_WM_PAmbAirUndHysDeacLvl2_P),DIRECT
WM_PAmbAirUndHysDeacLvl3_P,RESOLVED,0x4005104C (mtlb_WM_PAmbAirUndHysDeacLvl3_P),DIRECT
WM_PFuOvDesLvlQnty_P,RESOLVED,0x4005108C (mtlb_WM_PFuOvDesLvlQnty_P),DIRECT
WM_PFuOvHysDeacLvl1_P,RESOLVED,0x40051090 (mtlb_WM_PFuOvHysDeacLvl1_P),DIRECT
WM_PFuOvHysDeacLvl2_P,RESOLVED,0x40051094 (mtlb_WM_PFuOvHysDeacLvl2_P),DIRECT
WM_PFuOvHysDeacLvl3_P,RESOLVED,0x40051098 (mtlb_WM_PFuOvHysDeacLvl3_P),DIRECT
WM_PFuUndDesLvlQnty_P,RESOLVED,0x400510D8 (mtlb_WM_PFuUndDesLvlQnty_P),DIRECT
WM_PFuUndHysDeacLvl1_P,RESOLVED,0x400510DC (mtlb_WM_PFuUndHysDeacLvl1_P),DIRECT
WM_PFuUndHysDeacLvl2_P,RESOLVED,0x400510E0 (mtlb_WM_PFuUndHysDeacLvl2_P),DIRECT
WM_PFuUndHysDeacLvl3_P,RESOLVED,0x400510E4 (mtlb_WM_PFuUndHysDeacLvl3_P),DIRECT
WM_POilOvDesLvlQnty_P,RESOLVED,0x40051124 (mtlb_WM_POilOvDesLvlQnty_P),DIRECT
WM_POilOvHysDeacLvl1_P,RESOLVED,0x40051128 (mtlb_WM_POilOvHysDeacLvl1_P),DIRECT
WM_POilOvHysDeacLvl2_P,RESOLVED,0x4005112C (mtlb_WM_POilOvHysDeacLvl2_P),DIRECT
WM_POilOvHysDeacLvl3_P,RESOLVED,0x40051130 (mtlb_WM_POilOvHysDeacLvl3_P),DIRECT
WM_POilUndDesLvlQnty_P,RESOLVED,0x40051170 (mtlb_WM_POilUndDesLvlQnty_P),DIRECT
WM_POilUndHysDeacLvl1_P,RESOLVED,0x40051174 (mtlb_WM_POilUndHysDeacLvl1_P),DIRECT
WM_POilUndHysDeacLvl2_P,RESOLVED,0x40051178 (mtlb_WM_POilUndHysDeacLvl2_P),DIRECT
WM_POilUndHysDeacLvl3_P,RESOLVED,0x4005117C (mtlb_WM_POilUndHysDeacLvl3_P),DIRECT
WM_PRailNotCtldThd_P,RESOLVED,0x400511BC (mtlb_WM_PRailNotCtldThd_P),DIRECT
WM_PRailOvDesLvlQnty_P,RESOLVED,0x400511C0 (mtlb_WM_PRailOvDesLvlQnty_P),DIRECT
WM_PRailOvHysDeacLvl1_P,RESOLVED,0x400511C4 (mtlb_WM_PRailOvHysDeacLvl1_P),DIRECT
WM_PRailOvHysDeacLvl2_P,RESOLVED,0x400511C8 (mtlb_WM_PRailOvHysDeacLvl2_P),DIRECT
WM_PRailOvHysDeacLvl3_P,RESOLVED,0x400511CC (mtlb_WM_PRailOvHysDeacLvl3_P),DIRECT
WM_PRailUndDesLvlQnty_P,RESOLVED,0x4005120C (mtlb_WM_PRailUndDesLvlQnty_P),DIRECT
WM_PRailUndHysDeacLvl1_P,RESOLVED,0x40051210 (mtlb_WM_PRailUndHysDeacLvl1_P),DIRECT
WM_PRailUndHysDeacLvl2_P,RESOLVED,0x40051214 (mtlb_WM_PRailUndHysDeacLvl2_P),DIRECT
WM_PRailUndHysDeacLvl3_P,RESOLVED,0x40051218 (mtlb_WM_PRailUndHysDeacLvl3_P),DIRECT
WM_TAirBoostOvDesLvlQnty_P,RESOLVED,0x4005125C (mtlb_WM_TAirBoostOvDesLvlQnty_P),DIRECT
WM_TAirBoostOvHysDeacLvl1_P,RESOLVED,0x40051260 (mtlb_WM_TAirBoostOvHysDeacLvl1_P),DIRECT
WM_TAirBoostOvHysDeacLvl2_P,RESOLVED,0x40051264 (mtlb_WM_TAirBoostOvHysDeacLvl2_P),DIRECT
WM_TAirBoostOvHysDeacLvl3_P,RESOLVED,0x40051268 (mtlb_WM_TAirBoostOvHysDeacLvl3_P),DIRECT
WM_TAirBoostUndDesLvlQnty_P,RESOLVED,0x400512A8 (mtlb_WM_TAirBoostUndDesLvlQnty_P),DIRECT
WM_TAirBoostUndHysDeacLvl1_P,RESOLVED,0x400512AC (mtlb_WM_TAirBoostUndHysDeacLvl1_P),DIRECT
WM_TAirBoostUndHysDeacLvl2_P,RESOLVED,0x400512B0 (mtlb_WM_TAirBoostUndHysDeacLvl2_P),DIRECT
WM_TAirBoostUndHysDeacLvl3_P,RESOLVED,0x400512B4 (mtlb_WM_TAirBoostUndHysDeacLvl3_P),DIRECT
WM_TAmbAirOvDesLvlQnty_P,RESOLVED,0x400512F4 (mtlb_WM_TAmbAirOvDesLvlQnty_P),DIRECT
WM_TAmbAirOvHysDeacLvl1_P,RESOLVED,0x400512F8 (mtlb_WM_TAmbAirOvHysDeacLvl1_P),DIRECT
WM_TAmbAirOvHysDeacLvl2_P,RESOLVED,0x400512FC (mtlb_WM_TAmbAirOvHysDeacLvl2_P),DIRECT
WM_TAmbAirOvHysDeacLvl3_P,RESOLVED,0x40051300 (mtlb_WM_TAmbAirOvHysDeacLvl3_P),DIRECT
WM_TAmbAirUndDesLvlQnty_P,RESOLVED,0x40051340 (mtlb_WM_TAmbAirUndDesLvlQnty_P),DIRECT
WM_TAmbAirUndHysDeacLvl1_P,RESOLVED,0x40051344 (mtlb_WM_TAmbAirUndHysDeacLvl1_P),DIRECT
WM_TAmbAirUndHysDeacLvl2_P,RESOLVED,0x40051348 (mtlb_WM_TAmbAirUndHysDeacLvl2_P),DIRECT
WM_TAmbAirUndHysDeacLvl3_P,RESOLVED,0x4005134C (mtlb_WM_TAmbAirUndHysDeacLvl3_P),DIRECT
WM_TCooltOvDesLvlQnty_P,RESOLVED,0x4005138C (mtlb_WM_TCooltOvDesLvlQnty_P),DIRECT
WM_TCooltOvHysDeacLvl1_P,RESOLVED,0x40051390 (mtlb_WM_TCooltOvHysDeacLvl1_P),DIRECT
WM_TCooltOvHysDeacLvl2_P,RESOLVED,0x40051394 (mtlb_WM_TCooltOvHysDeacLvl2_P),DIRECT
WM_TCooltOvHysDeacLvl3_P,RESOLVED,0x40051398 (mtlb_WM_TCooltOvHysDeacLvl3_P),DIRECT
WM_TCooltUndDesLvlQnty_P,RESOLVED,0x400513D8 (mtlb_WM_TCooltUndDesLvlQnty_P),DIRECT
WM_TCooltUndHysDeacLvl1_P,RESOLVED,0x400513DC (mtlb_WM_TCooltUndHysDeacLvl1_P),DIRECT
WM_TCooltUndHysDeacLvl2_P,RESOLVED,0x400513E0 (mtlb_WM_TCooltUndHysDeacLvl2_P),DIRECT
WM_TCooltUndHysDeacLvl3_P,RESOLVED,0x400513E4 (mtlb_WM_TCooltUndHysDeacLvl3_P),DIRECT
WM_TEcuDesLvlQnty_P,RESOLVED,0x40051424 (mtlb_WM_TEcuDesLvlQnty_P),DIRECT
WM_TEcuHysDeacLvl1_P,RESOLVED,0x40051428 (mtlb_WM_TEcuHysDeacLvl1_P),DIRECT
WM_TEcuHysDeacLvl2_P,RESOLVED,0x4005142C (mtlb_WM_TEcuHysDeacLvl2_P),DIRECT
WM_TEcuHysDeacLvl3_P,RESOLVED,0x40051430 (mtlb_WM_TEcuHysDeacLvl3_P),DIRECT
WM_TEcuLvl1_P,RESOLVED,0x40051434 (mtlb_WM_TEcuLvl1_P),DIRECT
WM_TEcuLvl2_P,RESOLVED,0x40051438 (mtlb_WM_TEcuLvl2_P),DIRECT
WM_TEcuLvl3_P,RESOLVED,0x4005143C (mtlb_WM_TEcuLvl3_P),DIRECT
WM_TFuOvDesLvlQnty_P,RESOLVED,0x40051440 (mtlb_WM_TFuOvDesLvlQnty_P),DIRECT
WM_TFuOvHysDeacLvl1_P,RESOLVED,0x40051444 (mtlb_WM_TFuOvHysDeacLvl1_P),DIRECT
WM_TFuOvHysDeacLvl2_P,RESOLVED,0x40051448 (mtlb_WM_TFuOvHysDeacLvl2_P),DIRECT
WM_TFuOvHysDeacLvl3_P,RESOLVED,0x4005144C (mtlb_WM_TFuOvHysDeacLvl3_P),DIRECT
WM_TOilOvDesLvlQnty_P,RESOLVED,0x4005148C (mtlb_WM_TOilOvDesLvlQnty_P),DIRECT
WM_TOilOvHysDeacLvl1_P,RESOLVED,0x40051490 (mtlb_WM_TOilOvHysDeacLvl1_P),DIRECT
WM_TOilOvHysDeacLvl2_P,RESOLVED,0x40051494 (mtlb_WM_TOilOvHysDeacLvl2_P),DIRECT
WM_TOilOvHysDeacLvl3_P,RESOLVED,0x40051498 (mtlb_WM_TOilOvHysDeacLvl3_P),DIRECT
WM_TOilUndDesLvlQnty_P,RESOLVED,0x400514D8 (mtlb_WM_TOilUndDesLvlQnty_P),DIRECT
WM_TOilUndHysDeacLvl1_P,RESOLVED,0x400514DC (mtlb_WM_TOilUndHysDeacLvl1_P),DIRECT
WM_TOilUndHysDeacLvl2_P,RESOLVED,0x400514E0 (mtlb_WM_TOilUndHysDeacLvl2_P),DIRECT
WM_TOilUndHysDeacLvl3_P,RESOLVED,0x400514E4 (mtlb_WM_TOilUndHysDeacLvl3_P),DIRECT
WM_TiAcvWarnPRailNotCtldDeb_P,RESOLVED,0x40051524 (mtlb_WM_TiAcvWarnPRailNotCtldDeb_P),DIRECT
WM_TiErrCylMisfDeb_P,RESOLVED,0x40051528 (mtlb_WM_TiErrCylMisfDeb_P),DIRECT
WM_TiLvlOilUndDebHi_P,RESOLVED,0x4005152C (mtlb_WM_TiLvlOilUndDebHi_P),DIRECT
WM_TiLvlOilUndDebLo_P,RESOLVED,0x40051530 (mtlb_WM_TiLvlOilUndDebLo_P),DIRECT
WM_TiMaxNEngDetdThdRTN_P,RESOLVED,0x40051534 (mtlb_WM_TiMaxNEngDetdThdRTN_P),DIRECT
WM_TiPAirBoostOvDebHi_P,RESOLVED,0x40051538 (mtlb_WM_TiPAirBoostOvDebHi_P),DIRECT
WM_TiPAirBoostOvDebLo_P,RESOLVED,0x4005153C (mtlb_WM_TiPAirBoostOvDebLo_P),DIRECT
WM_TiPAirBoostUndDebHi_P,RESOLVED,0x40051540 (mtlb_WM_TiPAirBoostUndDebHi_P),DIRECT
WM_TiPAirBoostUndDebLo_P,RESOLVED,0x40051544 (mtlb_WM_TiPAirBoostUndDebLo_P),DIRECT
WM_TiPAmbAirOvDebHi_P,RESOLVED,0x40051548 (mtlb_WM_TiPAmbAirOvDebHi_P),DIRECT
WM_TiPAmbAirOvDebLo_P,RESOLVED,0x4005154C (mtlb_WM_TiPAmbAirOvDebLo_P),DIRECT
WM_TiPAmbAirUndDebHi_P,RESOLVED,0x40051550 (mtlb_WM_TiPAmbAirUndDebHi_P),DIRECT
WM_TiPAmbAirUndDebLo_P,RESOLVED,0x40051554 (mtlb_WM_TiPAmbAirUndDebLo_P),DIRECT
WM_TiPFuOvDebHi_P,RESOLVED,0x40051558 (mtlb_WM_TiPFuOvDebHi_P),DIRECT
WM_TiPFuOvDebLo_P,RESOLVED,0x4005155C (mtlb_WM_TiPFuOvDebLo_P),DIRECT
WM_TiPFuUndDebHi_P,RESOLVED,0x40051560 (mtlb_WM_TiPFuUndDebHi_P),DIRECT
WM_TiPFuUndDebLo_P,RESOLVED,0x40051564 (mtlb_WM_TiPFuUndDebLo_P),DIRECT
WM_TiPOilOvDebHi_P,RESOLVED,0x40051568 (mtlb_WM_TiPOilOvDebHi_P),DIRECT
WM_TiPOilOvDebLo_P,RESOLVED,0x4005156C (mtlb_WM_TiPOilOvDebLo_P),DIRECT
WM_TiPOilUndDebHi_P,RESOLVED,0x40051570 (mtlb_WM_TiPOilUndDebHi_P),DIRECT
WM_TiPOilUndDebLo_P,RESOLVED,0x40051574 (mtlb_WM_TiPOilUndDebLo_P),DIRECT
WM_TiPRailOvDebHi_P,RESOLVED,0x40051578 (mtlb_WM_TiPRailOvDebHi_P),DIRECT
WM_TiPRailOvDebLo_P,RESOLVED,0x4005157C (mtlb_WM_TiPRailOvDebLo_P),DIRECT
WM_TiPRailUndDebHi_P,RESOLVED,0x40051580 (mtlb_WM_TiPRailUndDebHi_P),DIRECT
WM_TiPRailUndDebLo_P,RESOLVED,0x40051584 (mtlb_WM_TiPRailUndDebLo_P),DIRECT
WM_TiTAirBoostOvDebHi_P,RESOLVED,0x40051588 (mtlb_WM_TiTAirBoostOvDebHi_P),DIRECT
WM_TiTAirBoostOvDebLo_P,RESOLVED,0x4005158C (mtlb_WM_TiTAirBoostOvDebLo_P),DIRECT
WM_TiTAirBoostUndDebHi_P,RESOLVED,0x40051590 (mtlb_WM_TiTAirBoostUndDebHi_P),DIRECT
WM_TiTAirBoostUndDebLo_P,RESOLVED,0x40051594 (mtlb_WM_TiTAirBoostUndDebLo_P),DIRECT
WM_TiTAmbAirOvDebHi_P,RESOLVED,0x40051598 (mtlb_WM_TiTAmbAirOvDebHi_P),DIRECT
WM_TiTAmbAirOvDebLo_P,RESOLVED,0x4005159C (mtlb_WM_TiTAmbAirOvDebLo_P),DIRECT
WM_TiTAmbAirUndDebHi_P,RESOLVED,0x400515A0 (mtlb_WM_TiTAmbAirUndDebHi_P),DIRECT
WM_TiTAmbAirUndDebLo_P,RESOLVED,0x400515A4 (mtlb_WM_TiTAmbAirUndDebLo_P),DIRECT
WM_TiTCooltOvDebHi_P,RESOLVED,0x400515A8 (mtlb_WM_TiTCooltOvDebHi_P),DIRECT
WM_TiTCooltOvDebLo_P,RESOLVED,0x400515AC (mtlb_WM_TiTCooltOvDebLo_P),DIRECT
WM_TiTCooltUndDebHi_P,RESOLVED,0x400515B0 (mtlb_WM_TiTCooltUndDebHi_P),DIRECT
WM_TiTCooltUndDebLo_P,RESOLVED,0x400515B4 (mtlb_WM_TiTCooltUndDebLo_P),DIRECT
WM_TiTEcuDebHi_P,RESOLVED,0x400515B8 (mtlb_WM_TiTEcuDebHi_P),DIRECT
WM_TiTEcuDebLo_P,RESOLVED,0x400515BC (mtlb_WM_TiTEcuDebLo_P),DIRECT
WM_TiTFuOvDebHi_P,RESOLVED,0x400515C0 (mtlb_WM_TiTFuOvDebHi_P),DIRECT
WM_TiTFuOvDebLo_P,RESOLVED,0x400515C4 (mtlb_WM_TiTFuOvDebLo_P),DIRECT
WM_TiTOilOvDebHi_P,RESOLVED,0x400515C8 (mtlb_WM_TiTOilOvDebHi_P),DIRECT
WM_TiTOilOvDebLo_P,RESOLVED,0x400515CC (mtlb_WM_TiTOilOvDebLo_P),DIRECT
WM_TiTOilUndDebHi_P,RESOLVED,0x400515D0 (mtlb_WM_TiTOilUndDebHi_P),DIRECT
WM_TiTOilUndDebLo_P,RESOLVED,0x400515D4 (mtlb_WM_TiTOilUndDebLo_P),DIRECT
WM_TiUClmp30OvDebHi_P,RESOLVED,0x400515D8 (mtlb_WM_TiUClmp30OvDebHi_P),DIRECT
WM_TiUClmp30OvDebLo_P,RESOLVED,0x400515DC (mtlb_WM_TiUClmp30OvDebLo_P),DIRECT
WM_TiUClmp30UndDebHi_P,RESOLVED,0x400515E0 (mtlb_WM_TiUClmp30UndDebHi_P),DIRECT
WM_TiUClmp30UndDebLo_P,RESOLVED,0x400515E4 (mtlb_WM_TiUClmp30UndDebLo_P),DIRECT
WM_UClmp30OvDesLvlQnty_P,RESOLVED,0x400515E8 (mtlb_WM_UClmp30OvDesLvlQnty_P),DIRECT
WM_UClmp30OvHysDeacLvl1_P,RESOLVED,0x400515EC (mtlb_WM_UClmp30OvHysDeacLvl1_P),DIRECT
WM_UClmp30OvHysDeacLvl2_P,RESOLVED,0x400515F0 (mtlb_WM_UClmp30OvHysDeacLvl2_P),DIRECT
WM_UClmp30OvHysDeacLvl3_P,RESOLVED,0x400515F4 (mtlb_WM_UClmp30OvHysDeacLvl3_P),DIRECT
WM_UClmp30UndDesLvlQnty_P,RESOLVED,0x40051634 (mtlb_WM_UClmp30UndDesLvlQnty_P),DIRECT
WM_UClmp30UndHysDeacLvl1_P,RESOLVED,0x40051638 (mtlb_WM_UClmp30UndHysDeacLvl1_P),DIRECT
WM_UClmp30UndHysDeacLvl2_P,RESOLVED,0x4005163C (mtlb_WM_UClmp30UndHysDeacLvl2_P),DIRECT
WM_UClmp30UndHysDeacLvl3_P,RESOLVED,0x40051640 (mtlb_WM_UClmp30UndHysDeacLvl3_P),DIRECT
WgC_DutySatPIDMax_P,RESOLVED,0x4005186C (mtlb_WgC_DutySatPIDMax_P),DIRECT
WgC_DutySatPIDMin_P,RESOLVED,0x40051870 (mtlb_WgC_DutySatPIDMin_P),DIRECT
WgC_DutyVlvOvv_P,RESOLVED,0x40051878 (mtlb_WgC_DutyVlvOvv_P),DIRECT
WgC_FacSclPIDCoeff_P,RESOLVED,0x40051F98 (mtlb_WgC_FacSclPIDCoeff_P),DIRECT
WgC_NTrbChrgOvv_P,RESOLVED,0x40052290 (mtlb_WgC_NTrbChrgOvv_P),DIRECT
WgC_PIDCoeffDOvv_P,RESOLVED,0x4005296C (mtlb_WgC_PIDCoeffDOvv_P),DIRECT
WgC_PIDCoeffFiltOvv_P,RESOLVED,0x40052974 (mtlb_WgC_PIDCoeffFiltOvv_P),DIRECT
WgC_PIDCoeffIOvv_P,RESOLVED,0x4005297C (mtlb_WgC_PIDCoeffIOvv_P),DIRECT
WgC_PIDCoeffPOvv_P,RESOLVED,0x40052984 (mtlb_WgC_PIDCoeffPOvv_P),DIRECT
WgC_VolEng_P,RESOLVED,0x40053538 (mtlb_WgC_VolEng_P),DIRECT
WM_MaskErrCylMisfEnaCond_P,RESOLVED,0x40050C48 (mtlb_WM_MaskErrCylMisfEnaCond_P),DIRECT
WM_MaskGEOvv_P,RESOLVED,0x40050C50 (mtlb_WM_MaskGEOvv_P),DIRECT
WM_MaskLvlOilUndEnaCond_P,RESOLVED,0x40050C54 (mtlb_WM_MaskLvlOilUndEnaCond_P),DIRECT
WM_MaskPAirBoostOvEnaCond_P,RESOLVED,0x40050C58 (mtlb_WM_MaskPAirBoostOvEnaCond_P),DIRECT
WM_MaskPAirBoostUndEnaCond_P,RESOLVED,0x40050C5C (mtlb_WM_MaskPAirBoostUndEnaCond_P),DIRECT
WM_MaskPAmbAirOvEnaCond_P,RESOLVED,0x40050C60 (mtlb_WM_MaskPAmbAirOvEnaCond_P),DIRECT
WM_MaskPAmbAirUndEnaCond_P,RESOLVED,0x40050C64 (mtlb_WM_MaskPAmbAirUndEnaCond_P),DIRECT
WM_MaskPFuOvEnaCond_P,RESOLVED,0x40050C68 (mtlb_WM_MaskPFuOvEnaCond_P),DIRECT
WM_MaskPFuUndEnaCond_P,RESOLVED,0x40050C6C (mtlb_WM_MaskPFuUndEnaCond_P),DIRECT
WM_MaskPOilOvEnaCond_P,RESOLVED,0x40050C70 (mtlb_WM_MaskPOilOvEnaCond_P),DIRECT
WM_MaskPOilUndEnaCond_P,RESOLVED,0x40050C74 (mtlb_WM_MaskPOilUndEnaCond_P),DIRECT
WM_MaskPRailOvEnaCond_P,RESOLVED,0x40050C78 (mtlb_WM_MaskPRailOvEnaCond_P),DIRECT
WM_MaskPRailUndEnaCond_P,RESOLVED,0x40050C7C (mtlb_WM_MaskPRailUndEnaCond_P),DIRECT
